DEPTH,GR,RHOB,Vp,Vsh,Caliper,Porosity,Resistivity,Stress,PP,effective stress
28.2508,60.5432,1.714,1.4791,0.062216494,10.2837,56.9997,0.7438,474534.3378,1612.9921,472921.3457
28.4032,61.843,1.7132,1.4791,0.049297318,10.2054,57.8445,0.7444,476871.55,1612.9919,475258.5581
28.5556,60.3267,1.6714,1.4785,0.037467014,10.0568,60.0343,0.747,467732.7324,1611,466121.7324
28.708,58.909,1.6711,1.478,0.075128657,10.0588,62.6309,0.7503,470144.6002,1611,468533.6002
28.8604,56.9245,1.6594,1.4778,0.083383744,10.1732,67.2695,0.7532,469331.288,1613,467718.288
29.0128,59.6459,1.6844,1.4778,0.095752347,10.2294,61.7959,0.7483,478917.7711,1612.0079,477305.7632
29.1652,62.1467,1.6802,1.4785,0.021954534,10.2937,61.1404,0.7424,480233.0166,1612.004,478621.0126
29.3176,65.0485,1.671,1.4802,0.012955998,10.3329,61.0889,0.7322,480099.1541,1613,478486.1541
29.47,65.3617,1.667,1.4818,0.230733893,10.3375,60.9562,0.7621,481439.602,1613,479826.602
29.6224,66.7065,1.6722,1.4817,0.446688234,10.345,61.2624,0.7486,485438.8573,1613,483825.8573
29.7748,65.7112,1.6838,1.4815,0.604017078,10.342,62.8966,0.7519,491321.1208,1616,489705.1208
29.9272,66.4355,1.6942,1.4824,0.569676407,10.3524,63.6145,0.7719,496886.09,1615,495271.09
30.0796,64.3196,1.6945,1.4834,0.428370287,10.3461,65.5065,0.7659,499504.8456,1614,497890.8456
30.232,62.1217,1.6874,1.4834,0.27175859,10.3439,61.7961,0.7604,499932.0726,1614,498318.0726
30.3844,58.479,1.6896,1.4827,0.130929399,10.3236,64.2389,0.7612,503107.326,1614,501493.326
30.5368,57.7377,1.6664,1.4822,0.330492798,10.3867,61.6451,0.7534,498687.9305,1616,497071.9305
30.6892,59.1674,1.6313,1.4825,0.474548276,10.5249,65.8498,0.7353,490620.2612,1616,489004.2612
30.8416,60.3166,1.5897,1.4841,0.374550906,10.6604,66.3111,0.7794,480483.1369,1616.004,478867.1329
30.994,59.0022,1.5629,1.4861,0.220069611,10.7558,64.1862,0.7684,474717.1215,1617,473100.1215
