DEPTH,GR,RHOB,Vp,Vsh,Caliper,Porosity,Resistivity,Stress,PP,effective stress
26.6166,55.9244,1.6439,1.4578,0.194468217,9.8517,69.2916,0.7759,428799.2817,1544,427255.2817
26.769,54.372,1.6629,1.4568,0.172362727,9.832,68.6442,0.7884,436238.867,1544.5,434694.367
26.9214,55.8827,1.6627,1.4564,0.193874427,9.8713,67.463,0.8013,438669.6754,1543,437126.6754
27.0738,62.2762,1.6322,1.4565,0.28491504,9.8219,68.316,0.7975,433060.5923,1545,431515.5923
27.2262,75.6368,1.6085,1.4574,0.475164075,9.8745,71.9659,0.7937,429174.7585,1545,427629.7585
27.3786,83.8785,1.6051,1.459,0.592522239,9.8972,73.4189,0.7772,430664.8304,1545.496,429119.3344
27.531,85.2876,1.6054,1.4603,0.612587199,9.9553,68.162,0.7613,433143.0205,1544,431599.0205
27.6834,81.6088,1.6087,1.4604,0.560202714,10.1209,65.1822,0.7616,436435.9987,1545.5,434890.4987
27.8358,82.1824,1.6185,1.4597,0.568370525,10.0228,71.3294,0.7619,441511.9745,1546,439965.9745
27.9882,83.3646,1.6441,1.4595,0.58520453,9.7914,79.0475,0.7687,450950.9163,1544.502,449406.4143
28.1406,84.9378,1.6444,1.4608,0.607606202,9.7477,70.7033,0.777,453489.1459,1543.0081,451946.1378
28.293,83.5013,1.6331,1.4644,0.587151077,9.8385,71.1797,0.7863,452811.9233,1546.496,451265.4273
28.4454,83.1219,1.6229,1.4679,0.581748589,10.0697,71.4507,0.7967,452407.5887,1546,450861.5887
28.5978,82.4671,1.6145,1.4671,0.572424527,10.1062,67.6028,0.7916,452477.2514,1545,450932.2514
28.7502,83.2239,1.6063,1.4642,0.583201024,10.1574,64.358,0.7712,452578.1733,1547,451031.1733
28.9026,81.2921,1.6017,1.4622,0.555693046,10.2335,71.3443,0.7738,453674.2853,1546.004,452128.2813
29.055,80.5701,1.6002,1.4616,0.545412086,10.4135,68.3407,0.7811,455639.3478,1543.5179,454095.8299
29.2074,81.1888,1.599,1.4619,0.5542221,10.4458,68.1558,0.7921,457685.7995,1547,456138.7995
29.3598,85.1097,1.5962,1.4622,0.610053982,10.3997,62.4643,0.8073,459268.305,1546,457722.305
29.5122,86.2101,1.6012,1.4624,0.625723192,10.3577,68.9641,0.8099,463098.3595,1546,461552.3595
29.6646,86.54,1.5948,1.4622,0.630420822,10.3189,70.0055,0.7994,463629.22,1546,462083.22
29.817,86.2597,1.5898,1.4618,0.626429474,10.3633,68.3523,0.7939,464550.0527,1546,463004.0527
29.9694,84.6398,1.5782,1.4618,0.603362814,10.3573,71.1436,0.7934,463517.5294,1544.504,461973.0254
30.1218,83.0133,1.5911,1.4624,0.580202173,10.4697,69.4681,0.7955,469682.6006,1546,468136.6006
30.2742,79.6792,1.6057,1.4635,0.532726064,10.453,63.6941,0.8002,476390.5728,1547.5,474843.0728
30.4266,81.1885,1.6139,1.4646,0.554217828,10.5509,67.8216,0.8048,481233.7995,1548,479685.7995
30.579,83.7387,1.603,1.4646,0.590531548,10.4763,74.2469,0.8092,480377.7426,1546,478831.7426
30.7314,85.267,1.6008,1.4641,0.612293865,10.449,65.9031,0.816,482109.2862,1548,480561.2862
30.8838,86.8126,1.6048,1.464,0.634302525,10.4003,68.2695,0.8252,485710.758,1548.498,484162.26
31.0362,87.5445,1.6101,1.4652,0.644724457,10.4295,72.058,0.8326,489719.5791,1550.988,488168.5911
31.1886,87.2278,1.6011,1.4684,0.640214789,10.4789,72.6879,0.8299,489373.4611,1550,487823.4611
31.341,87.1552,1.591,1.4736,0.639180998,10.63,69.4334,0.8273,488662.6038,1550,487112.6038
31.4934,86.2469,1.5849,1.4773,0.626247207,10.7213,63.0156,0.8253,489156.1187,1550,487606.1187
31.6458,87.5519,1.5766,1.4777,0.64482983,10.7622,74.0794,0.8237,488949.1291,1550.496,487398.6331
31.7982,88.0515,1.5791,1.477,0.651943913,10.8052,67.9016,0.826,492082.8687,1548.5,490534.3687
31.9506,88.3689,1.5784,1.4767,0.656463549,10.8507,69.5422,0.828,494222.105,1550,492672.105
32.103,87.8377,1.5857,1.4764,0.648899496,10.8112,65.5604,0.8269,498876.1256,1550.004,497326.1216
32.2554,84.8357,1.5991,1.4752,0.606152343,10.7874,68.196,0.8258,505480.1794,1550,503930.1794
32.4078,83.5544,1.601,1.473,0.587907198,10.7573,66.884,0.8217,508471.9004,1551,506920.9004
32.5602,84.5763,1.5863,1.471,0.602458602,10.8006,71.6526,0.8174,506172.4035,1551,504621.4035
32.7126,85.7051,1.5613,1.4699,0.618532215,10.7678,68.3689,0.818,500526.9873,1552,498974.9873
32.865,87.4865,1.5578,1.4692,0.643898563,10.7352,66.908,0.819,501731.5506,1551.496,500180.0546
33.0174,88.7022,1.5675,1.4688,0.661209593,10.6533,72.3721,0.8176,507196.7901,1552.496,505644.2941
33.1698,89.1815,1.5788,1.4691,0.668034614,10.5549,68.7302,0.8154,513211.1064,1550.0081,511661.0983
33.3222,90.8276,1.5868,1.4695,0.69147435,10.3713,70.0348,0.8125,518181.5362,1552,516629.5362
33.4746,88.0723,1.5889,1.4697,0.652240096,10.2244,71.2737,0.8095,521240.361,1552,519688.361
33.627,87.5587,1.593,1.4705,0.644926659,10.1277,69.8588,0.8006,524964.5478,1552.498,523412.0498
33.7794,87.7444,1.5935,1.4714,0.647570945,10.2424,70.8635,0.7901,527509.2442,1554.988,525954.2562
33.9318,88.3783,1.5953,1.4718,0.656597401,10.4289,66.4185,0.7829,530487.7253,1553,528934.7253
